,song_id,song_artist,song_lyrics
0,6208707,NewJeans,"[You know me like no other
다 표현하지 않아도
See me like no other
And I think I like your point of view

다시 돌아와도 돼
I don't care what other people say
놓지 말아봐줘
Dreaming of each other

You may be
On my mind
Everyday baby
Say you're mine

You and me
On my mind
Everywhere baby 
Say you're mine

(It feels)
Cool with you 
(너랑)
Cool with you
(Gotta tell me now)
Cool with you
(It just)
Cool with you
(Haha)

이쯤에서 정말로
너는 어떤 결말로
가려 해
What's the best
너의 옆에
내가 있을 때

이런 말이
잘 안 나와
이제 더 말하지
않아도 알아
우리 둘이
만든 거리
건너서 여기

You may be
On my mind
Everyday baby
Say you're mine

You and me
On my mind
Everywhere baby 
Say you're mine

(It feels)
Cool with you 
(너랑)
Cool with you
(Gotta tell me now)
Cool with you
(It just)
Cool with you
(Haha)

Cool with you 
(너랑)
Cool with you
(Gotta tell me now)
Cool with you
(It just)
Cool with you
(Haha)]"
1,6195172,NewJeans,"[정말 짜릿했어 어디선가 
내게 윙크한 까만 눈동자
Boy, your beautiful eyes got me lost now, yeah 

깜짝 놀라게 하기는 해도 
자신만만한 너의 그 태도 
Liked you from the get go 
Cool함은 그대로
부담감은 '제로' 

Cuz you know you're sparkling 
like a shooting star 
I can see us going far
얼마나 상큼할까 
We will pop up all around the world 
마법 같은 걸
I'm ready, let's go 
You already know

That I don't ever want us to be
I don't ever want us to be
I don't ever want us to be apart 
I don't ever want us to be 
I don't ever want us to be apart

코카콜라 맛있다   
코카콜라 맛있다   
See you looking, catch it
Here's your Cola 
See you looking, catch it 
Here's your Cola

코카콜라 맛있다             
코카콜라 맛있다    
See you looking, catch it 
Here's your Cola 
See you looking, catch it 
Here's your Cola

사실 궁금했어 
저기선가
내 눈에 띄던 까만 네 글자
Boy, your stylish glow up 
got me hooked now, yeah 

살짝 짓궂게 보이긴 해도 
완전 달달한 너의 그 애교 
Liked you from the get go 
Sweet함은 그대로
불안감은 '제로' 

Cuz you know you're sparkling 
like a shooting star 
I can see us going far
얼마나 상큼할까 
We will pop up all around the world 
마법 같은 걸
I'm ready, let's go
You already know 

That I don't ever want us to be
I don't ever want us to be
I don't ever want us to be apart 
I don't ever want us to be 
I don't ever want us to be apart

코카콜라 맛있다   
코카콜라 맛있다  
See you looking, catch it 
Here's your Cola 
See you looking, catch it 
Here's your Cola

코카콜라 맛있다    
코카콜라 맛있다  
See you looking, catch it
Here's your Cola 
See you looking, catch it
Here's your Cola]"
2,6184997,NewJeans,"[Woo woo woo woo ooh
Woo woo woo woo
Stay in the middle
Like you a little
Don't want no riddle
말해줘 say it back
Oh say it ditto
아침은 너무 멀어
So say it ditto
훌쩍 커버렸어
함께한 기억처럼
널 보는 내 마음은
어느새 여름 지나 가을
기다렸지 all this time
Do you want somebody
Like I want somebody
날 보고 웃었지만
Do you think about me now yeah
All the time yeah
All the time
I got no time to lose
내 길었던 하루
난 보고 싶어
Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)
I got nothing to lose
널 좋아한다고 wooah wooah wooah
Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)
But I don't want to
Stay in the middle
Like you a little
Don't want no riddle
말해줘 say it back
Oh say it ditto
아침은 너무 멀어
So say it ditto
I don't want to
Walk in this 미로
다 아는 건 아니어도
바라던 대로
말해줘 Say it back
Oh say it ditto
I want you so, want you
So say it ditto
Not just anybody
너를 상상했지
항상 닿아있던
처음 느낌 그대로 난
기다렸지 all this time
I got nothing to lose
널 좋아한다고 wooah wooah wooah
Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)
But I don't want to
Stay in the middle
Like you a little
Don't want no riddle
말해줘 say it back
Oh say it ditto
아침은 너무 멀어
So say it ditto
I don't want to
Walk in this 미로
다 아는 건 아니어도
바라던 대로
말해줘 Say it back
Oh say it ditto
I want you so, want you
So say it ditto
Woo woo woo woo ooh
Woo woo woo woo]"
3,32951174,NewJeans,"[오늘 하루 행복하길
언제나 아침에 눈뜨면
기도를 하게 돼
달아날까 두려운 행복 앞에

널 만난 건 행운이야
휴일에 해야 할 일들이
내게도 생겼어
약속하고 만나고 헤어지고

조금씩 집 앞에서
널 들여 보내기가
힘겨워지는 나를 어떡해

처음이야 내가 드디어 내가
사랑에 난 빠져 버렸어
혼자인 게 좋아
나를 사랑했던 나에게
또 다른 내가 온 거야

아름다운 구속인걸
사랑은 얼마나
사람을 변하게 하는지
살아있는 오늘이 아름다워

조금씩 집 앞에서
널 들여 보내기가
힘겨워지는 나를 어떡해

처음이야 내가 드디어 내가
사랑에 난 빠져버렸어
혼자인 게 좋아
나를 사랑했던 나에게
또 다른 내가 온거야

처음이야 내가 드디어 내가
사랑에 난 빠져버렸어
혼자인 게 좋아
나를 사랑했던 나에게
또 다른 내가 온 거야

또 다른 내가 온 거야
내 앞에 네가 온 거야]"
4,32976487,NewJeans,"[GA-GA-GA-GA-GA-GODS
GA-GA-GA-GA-GA-GODS

('ey) This is what you came for
Blood on the game ball
Everybody dropping like rainfall
('uh') This is your moment
Eyes on the pulpit, kid
(I) think Church just opened

And they're singing your praises la-la-la
Screaming your name out la-la-loud
One more step, you're Immortal now, 'cause

Once you play GOD
Once you play GOD
They're gonna' crumble one by one
Then we gonna ride right into the Sun 
like it's the day my kingdom come
Baby we're

GA-GA-GA-GA-GA-GODS
Yeah we're
GA-GA-GA-GA-GA-GODS

Welcome to the big show
Next on the ladder
Is it your name in the rafter?
Brief moment of silence
Bad girl woke up chose violence

And they're singing my praises la-la-la
Screaming my name out la-la-loud
This is why we're Immortal now, 'cause

Once you play GOD
Once you play GOD
They're gonna' crumble one by one
Then we gonna ride right into the Sun 
like it's the day my kingdom come
Baby we're

GA-GA-GA-GA-GA-GODS
Oh, yeah we're
GA-GA-GA-GA-GA-GODS

I'm on my knees
Pray for glory
Will anyone read this underdog story?
I can't lose myself again
Help me raise this heart
Heart, unbreakable

Once you play GOD
Once you play GOD
They're gonna' crumble one by one
Then we gonna ride right into the Sun 
like it's the day my kingdom come
Once you play GOD
Once you play GOD
They're gonna' crumble one by one
Then we gonna ride right into the Sun 
like it's the day my kingdom come
Baby we're

GA-GA-GA-GA-GA-GODS
Oh, yeah we're
GA-GA-GA-GA-GA-GODS
 GA-GA-GA-GA-GA-GODS
Oh, yeah we're
GA-GA-GA-GA-GA-GODS]"
5,6170217,NewJeans,"[(1,2,3,4)
Baby, got me looking so crazy
빠져버리는 daydream
Got me feeling you
너도 말해줄래
누가 내게 뭐라든
남들과는 달라 넌
Maybe you could be the one
날 믿어봐 한번
I'm not looking for just fun
Maybe I could be the one
Oh baby
예민하대 나 lately
너 없이는 매일 매일이 yeah
재미없어 어쩌지
I just want you
Call my phone right now
I just wanna hear you're mine
‘Cause I know what you like boy
You're my chemical hype boy
내 지난날들은
눈 뜨면 잊는 꿈
Hype boy 너만 원해
Hype boy 내가 전해
And we can go high
말해봐 yeah
느껴봐 mm mm
Take him to the sky
You know I hype you boy
눈을 감아
말해봐 yeah
느껴봐 mm mm
Take him to the sky
You know I hype you boy
잠에 들려고 잠에 들려 해도
네 생각에 또 새벽 세 시 uh-oh
알려줄 거야 they can't have you no more
봐봐 여기 내 이름 써있다고
누가 내게 뭐라든
남들과는 달라 넌
Maybe you could be the one
날 믿어봐 한번
I'm not looking for just fun
Maybe I could be the one
Oh baby
예민하대 나 lately
너 없이는 매일 매일이 yeah
재미없어 어쩌지
I just want you
Call my phone right now
I just wanna hear you're mine
‘Cause I know what you like boy
You're my chemical hype boy
내 지난날들은
눈 뜨면 잊는 꿈
Hype boy 너만 원해
Hype boy 내가 전해
And we can go high
말해봐 yeah
느껴봐 mm mm
Take him to the sky
You know I hype you boy
눈을 감아
말해봐 yeah
느껴봐 mm mm
Take him to the sky
You know I hype you boy]"
6,6170218,NewJeans,"[보고 싶은 생각에
들어간 우리 창에
나는 말을 거는데
보내지는 않을래
느린 한마디보다
조용함이 더 좋아
기다리고 있지만
매일 이런 건 아냐
난 재미없어 게임 같은 건
다 필요 없어 아무리 좋아도 널 no
말로만은 지겨운걸
먼저 와서 보여줘
먼저 와서 보여줘
'Cause I'm not gonna be the one to get hurt
Hurt (nah, nah)
I'm not gonna be the one to get hurt
Hurt (nah, nah)
I'm not gonna be the one to get hurt
Hurt (oh, oh, ooh)
I'm not gonna be the one to get hurt (oh, oh, ooh)
I'm not gonna be the one to get hurt (oh, oh, ooh)
I'm not gonna be the one to get hurt (oh, oh, ooh)
매일 잠들기 전에
그리고 또 아침에
쥐고 있는 내 손엔
너없는 화면인데
느린 한마디보다
조용함이 더 좋아
기다리고 있지만
매일 이런 건 아냐
난 재미없어 게임 같은 건
다 필요없어 아무리 좋아도 널 no
말로만은 지겨운걸
먼저 와서 보여줘
먼저 와서 보여줘
'Cause I'm not gonna be the one to get hurt
Hurt (nah, nah)
I'm not gonna be the one to get hurt
Hurt (nah, nah)
I'm not gonna be the one to get hurt
Hurt (oh, oh, ooh)
Hurt (oh, oh, ooh)
여기까지야
네가 와있는 곳은
너무 멀었어
I'm not gonna be the one to get hurt
여기까지야
네가 와있는 곳은
너무 멀었어
I'm not gonna be the one to get hurt]"
7,6170060,NewJeans,"[You and me
내 맘이 보이지
한참을 쳐다봐
가까이 다가가
You see
You see, ey ey ey ey
One, two, three
용기가 생겼지
이미 아는 네 눈치
고개를 돌려 천천히
여기
You see
여기 보이니
Looking for attention 너야겠어
확실하게 나로 만들겠어
Stop, eyyy
Drop the question
Drop the, drop the question
Want attention
Wanna want attention
You give me butterflies you know
내 맘은 온통 paradise
꿈에서 깨워주지 마
You got me looking for attention
You got me looking for attention
가끔은 정말
헷갈리지만
분명한 건
Got me looking for attention
널 우연히 마주친 척할래
못 본 척 지나갈래
You’re so fine
Gotta gotta get to know ya
나와 나와 걸어가 줘
지금 돌아서면
I need ya, need ya, need ya
To look at me back
Hey 다 들켰었나
널 보면 하트가 튀어나와
난 사탕을 찾는 baby (baby)
내 맘은 설레이지
Eyyy, drop the question
Drop the, drop the question
Want attention
Wanna want attention
You give me butterflies you know
내 맘은 온통 paradise
꿈에서 깨워주지 마
You got me looking for attention
You got me looking for attention
가끔은 정말
헷갈리지만
분명한 건
Got me looking for attention
You got me looking for attention
You got me looking for attention
가끔은 정말
헷갈리지만
분명한 건
Got me looking for attention
A T T E N T I on
Attention is what I want
A T T E N T I on
Attention is what I want
A T T E N T I on
Attention is what I want
A T T E N T I on
You got me looking for attention]"
8,6171084,NewJeans,"[내가 만든 쿠키
너를 위해 구웠지
But you know that it ain’t for free, yeah
내가 만든 쿠키
너무 부드러우니
자꾸만 떠오르니
널 choco-chip으로
Sprinkle로
입맛 버리게 만들고 싶어
숨기고 있지만 널 더 보고 싶어
If you want it
You can get it
If you want it
네 목소리를 또 들려줘 boy
식사는 없어 배고파도
음료는 없어 목말라도
달콤한 맛만 디저트만 만
원하게 될 거 알잖아
식사는 없어 배고파도
음료는 없어 목말라도
달콤한 맛만 디저트만 만
원하게 될 거 알잖아
내가 만든 쿠키
너에게는 독이지
네 마음속을 녹이지
So good, yeah
Looking at my cookie
역시 향기부터 다르니 (Taste it)
한입은 모자라니
널 choco-chip으로
Sprinkle로
정신 못 차리게 만들고 싶어
숨기고 있지만 널 더 보고 싶어
If you want it
You can get it
If you want it
네 목소리를 또 들려줘 boy
식사는 없어 배고파도
음료는 없어 목말라도
달콤한 맛만 디저트만 만
원하게 될 거 알잖아
식사는 없어 배고파도
음료는 없어 목말라도
달콤한 맛만 디저트만 만
원하게 될 거 알잖아
Bet you know
Bet you know
Bet you know I
레시핀 없어 딴 데서는 못 찾아
Take it
Don't break it
I wanna see you taste it
Sugar, got sugar
난 재료 안 아끼지
Bet you know
Bet you know
Bet you know I
네 다이어트를 망치고 싶어 나
Take it
Don’t break it
I wanna see you taste it
Sugar, got sugar
Bet you want some
식사는 없어 배고파도
음료는 없어 목말라도
달콤한 맛만 디저트만 만
원하게 될 거 알잖아
식사는 없어 배고파도
음료는 없어 목말라도
달콤한 맛만 디저트만 만
원하게 될 거 알잖아
Yeah yo
Yeah yo
Mm mm
Yeah yo
Yeah yo
Mm mm
내가 만든 쿠키
Come and take a lookie
우리 집에만 있지 놀러 와
얼마든지 굽지
그런데 너 충치
생겨도 난 몰라
내가 만든 쿠키
Come and take a lookie
우리 집에만 있지 놀러 와
얼마든지 굽지
그런데 너 충치
생겨도 난 몰라]"
9,6208880,NewJeans,"[낭비하지 마 네 시간은 은행 
서둘러서 정리해 걔는 real bad 
받아주면 안돼 
No you better trust me 
답답해서 그래

저번에도 봤지만 너 없을 때 
걘 여기저기에 눈빛을 뿌리네 
아주 눈부시게
Honestly 우리 사이에
He's been totally lying yeah 

내 생일 파티에 너만 못 온 그날 
혜진이가 엄청 혼났던 그날 
지원이가 여친이랑 헤어진 그날 
걔는 언제나 네가 없이 그날 
너무 멋있는 옷을 입고 그날 
Heard him say

We can go wherever you like 
Baby say the words and I'm down 
All I need is you on my side 
We can go whenever you like 
Now where are you?

Mmhmm 
What's your ETA, what's your ETA 
Mmhmm 
What's your ETA, what's your ETA 
Mmhmm 
What's your ETA, what's your ETA
I'll be there right now, lose that boy on her arm 

아파 맘이 네가 걔 못 잊을 때
내 말 믿어 you deserve better than that 
내가 도와줄게
걔는 그냥 playin' 
Boys be always lying yeah
 
내 생일 파티에 너만 못 온 그날 
혜진이가 엄청 혼났던 그날 
지원이가 여친이랑 헤어진 그날 
걔는 언제나 네가 없이 그날 
너무 멋있는 옷을 입고 그날 
Heard him say

We can go wherever you like 
Baby say the words and I'm down 
All I need is you on my side 
We can go wherever you like 
Now where are you?
 
Mmhmm 
What's your ETA, what's your ETA 
Mmhmm 
What's your ETA, what's your ETA 
Mmhmm 
What's your ETA, what's your ETA
I'll be there right now, lose that boy on her arm

Need a boy on my arm 
Need a boy on my arm 
Want a boy on my arm 
Need a boy on my arm]"
