,song_id,song_artist,song_lyrics
0,32365346,홀리뱅 (HolyBang),"[Temperature rising 기분도 같이
높이 올라가지 Yeah we right here
Temperature rising 지금 이 타이밍이면
누구든 다 이기지 Yeah we right here
Machine gun rap for all my roommates
In the back
시동 한번 걸리면 후진 안 하니까
니 똥차 좀 뒤로 빼
I'm sexy without six pack
대신 육각인 내 스탯
주가는 상승세 I do my money dance
더 깔끔해진 Stance
일을 한번 시작했다 하면 잘 멈출 줄을 몰라
올해 휴가를 반납한 대신 Ball out till I fall out
틀면 나온대 정기석
여기저기서 캐스팅하기 바뻐
내 지폐를 세는 기계가 내는
소리는 마치 Chopper
All round playa
유일하지 적어도 내가 한국에선
래퍼와 연예인 중간 아니고 난 둘 다 가능해서
대체 불가 솔직히 누가 내 자리를 넘봐
잘하면 오래가 나처럼 Age
Ain't nothin but a number
안 쉬어 못 쉬어
나를 찾는 데가 많아 가지고 워낙
자고 일어나면 쌓여있는 문자와 부재중 전화
줄 서 대기 순번 뒤야
그래도 Call me if you wanna
발에 불이 나게 놀아주지 Before I get burnout
물이든 술이든 눈앞에 뭐든 오케이
원샷 하고 계속 달리자고 No break
물이든 술이든 눈앞에 뭐든 오케이
원샷 하고 계속 달리자고 No break
One shot no break
One shot no break
미리 길 터줬지 가던 길을 가라고 Straight
양옆 볼 필요 없이 엑셀에 발 No break
어쩌면 Adios 아쉬움이 없
어쩌면 Radio에서나 묻겠지 안부도
계속 계속 계속 시간을 두 배로 뺏어
난 3개 먹어 최소 근데 왜 날 쉬게 안 냅둬
신호 바꿔 길 터 빽 판에 I gotta go
이대로만 Lift it up 위로 가면 나로호
전역 박고 한 달 하루처럼 살아 덕분에 여름
바다 한번 못 봤어도 욕조에서 Swim good
꿈을 크게 가지기엔 우리 집이 너무 자가
영감은 남는 장사 시동 걸어 Like vrr
안 쉬어 못 쉬어
나를 찾는 데가 많아 가지고 워낙
자고 일어나면 쌓여있는 문자와 부재중 전화
줄 서 대기 순번 뒤야
그래도 Call me if you wanna
발에 불이 나게 놀아주지 Before I get burnout
물이든 술이든 눈앞에 뭐든 오케이
원샷 하고 계속 달리자고 No break
물이든 술이든 눈앞에 뭐든 오케이
원샷 하고 계속 달리자고 No break]"
1,32659121,CL,"[모두 해초 스웨 스웨 스웨 스웩
따라 해봐 해초 스웨 스웨 스웨 스웩
(해초 스웩)

모두 할 수 있어 멋진 해초 댄스(댄스)
마음 가는 대로 춰 샤키L처럼
입을 크게 벌리고 (으앙!)

지느러미 흔들어
시작해봐
아

모두 해초 스웨 스웨 스웨 스웩
따라 해봐 해초 스웨 스웨 스웨 스웩
왼쪽으로(예!) 오른쪽으로(오예!)
다같이 돌아!
춤춰봐 해초 댄스

완전 넌 샤킹해
춤춰 넌 다르게
색다름 난 소름 넌 멋져 
또 아름다워 넌넌

춤춰봐 새롭게
움직여봐 너답게
혼자 추든지
아님 같이 추든지(든지)
뭐든 괜찮아 네 마음대로 즐겨
아
(자, 여러분, 윌리엄을 소개합니다.)
(와오)

모두 해초 스웨 스웨 스웨 스웩
따라 해봐 해초 스웨 스웨 스웨 스웩
왼쪽으로(예!) 오른쪽으로(음)
다같이 돌아!
춤춰봐 해초 댄스
헤이! 헤이! 해초 스웩! 헤이! 헤이! 헤이!
해초 스웩!]"
2,32659130,핑크퐁,"[모두 한 걸음
그리고 두 걸음
넌 알게 될 거야
숨겨진 노력들

좋은 세상 꿈꾼다면
멈추지 마
넌 할 수 있어
세상을 바꿀 수 있어

아름다웠던 그때로 되돌려줘!
소중한 마음들이 모두 모여서
빛났던 모습으로 돌아가
우리가 되찾도록 도와줄게

내게 소중한 건 모두한테 소중해
우리가 지킬 수 있어

다같이 한 걸음
그리고 두 걸음
넌 알게 될 거야
숨겨진 노력들

좋은 세상 꿈꾼다면
멈추지 마
넌 할 수 있어
세상을 바꿀 수 있어

에오 에오 에오 에오
할 수 있어
세상을 바꿀 수 있어
할 수 있어
세상을 바꿀 수 있어]"
3,32761275,핑크퐁,"[야호! 야호! 

바닷속 행진 
바닷속 행진
우리는 상어 가족
바닷속 행진 
바닷속 행진 
줄 맞추어 나가자

“물고기 친구들이다!”
“이리 와! 함께 행진하자!” 
살랑 살랑 살랑 살랑
빙글 빙글 빙글 빙글 
뿌우 뿌우 뿌우 뿌 뿌
행복한 바닷속 행진 

바닷속 행진 
바닷속 행진
우리는 상어 가족
바닷속 행진 
바닷속 행진 
줄 맞추어 나가자

“반짝반짝 불빛이다!” 
“한번 가볼까?”  
포잉 포잉 포잉 퐁 퐁
지잉 지잉 지잉 징 징
쩌억 쩌억 쩌억 쩍 쩍
행복한 바닷속 행진]"
4,32761276,핑크퐁,"[오싹오싹 
바닷속 괴물
오싹오싹 
무서워 
무서워!				
 
나 홀로 남겨진 정원 
무서워 무서워 무서워
흐물흐물 		
찌릿찌릿 	
바닷속 괴물일까?

나는 괴물이 아닌걸?

오싹오싹 
바닷속 괴물
오싹오싹 
무서워 
무서워!					
 

아무도 없는 
깜깜한 방 
무서워 무서워 무서워	
성큼성큼	 
울퉁불퉁		
바닷속 괴물일까? 

우리는 괴물이 아닌걸?

오싹오싹 
바닷속 괴물
오싹오싹 
무서워 
무서워!		

늦은 밤 
조용한 화장실  
무서워 무서워 무서워  
흔들흔들		
길쭉길쭉 		
바닷속 괴물일까? 


나는 괴물이 아닌걸?

나 홀로 남겨진 정원 
무서워 무서워 무서워
흐물흐물 		
찌릿찌릿 	
바닷속 괴물일까?

나는 해파리야!

오싹오싹 
바닷속 괴물
오싹오싹 
아니잖아?

아무도 없는 
깜깜한 방 
무서워 무서워 무서워	
성큼성큼	 
울퉁불퉁		
바닷속 괴물일까? 

우리는 귀여운
정어리들이야!

오싹오싹 
바닷속 괴물
오싹오싹 
아니잖아?

늦은 밤 
조용한 화장실  
무서워 무서워 무서워  
흔들흔들		
길쭉길쭉 		
바닷속 괴물일까? 

나는 해초일 뿐이야!

아니 아니
괴물이 아냐!
이젠 안 무서워!

오싹오싹 
바닷속 괴물
아니 아니
바닷속 친구들!

오싹오싹 
바닷속 괴물
알고 보면
안 무서워!]"
5,32761280,핑크퐁,"[아기 상어
뚜 루루 뚜루
귀여운
뚜 루루 뚜루
바닷속
뚜 루루 뚜루
아기 상어!
엄마 상어
뚜 루루 뚜루
어여쁜
뚜 루루 뚜루
바닷속
뚜 루루 뚜루
엄마 상어!
아빠 상어
뚜 루루 뚜루
힘이 센
뚜 루루 뚜루
바닷속
뚜 루루 뚜루
아빠 상어!
할머니 상어
뚜 루루 뚜루
자상한
뚜 루루 뚜루
바닷속
뚜 루루 뚜루
할머니 상어!
할아버지 상어
뚜 루루 뚜루
멋있는
뚜 루루 뚜루
바닷속
뚜 루루 뚜루
할아버지 상어!
우리는
뚜 루루 뚜루
바다의
뚜 루루 뚜루
사냥꾼
뚜 루루 뚜루
상어 가족!
상어다
뚜 루루 뚜루
도망쳐
뚜 루루 뚜루
도망쳐
뚜 루루 뚜루
숨자! 으악!
살았다
뚜 루루 뚜루
살았다
뚜 루루 뚜루
오늘도
뚜 루루 뚜루
살았다
휴!
신난다
뚜 루루 뚜루
신난다
뚜 루루 뚜루
춤을 춰
뚜 루루 뚜루
노래 끝
오예!]"
6,83243926,CL,"[Just another day in the paradise
친구들과 Lotta ice
지금 이 느낌 Paradise
나 있는 곳이 Paradise
그저 또 하루의 Paradise
매일매일 나는 Paradise
친구들과 Lotta ice
지금 이 순간이 Paradise
My god that's a paradise
너 나 그리고 Paradise
Just another day in the paradise
My god that's a paradise
인생은 Timing
나의 인생은 Diamond
Indigo frequency riding
여기저기 Popping n popping n popping
나쁜 태도가 살린
보고있니 My styling
I got the yin why you wilding
I got the yang why you wilding
What what holup holup
I'm on that scene
You don't get seen
난 취향의 파도를 타
넌 저기 산으로 가
Me and my team
Living the dream
Galaxies in the back
We post it up
Show us the love
등장할때 Like ya like ya
Just another day in the paradise
친구들과 Lotta ice
지금 이 느낌 Paradise
나 있는 곳이 Paradise
그저 또 하루의 Paradise
매일매일 나는 Paradise
친구들과 Lotta ice
지금 이 순간이 Paradise
My god that's a paradise
너 나 그리고 Paradise
Just another day in the paradise
My god that's a paradise
별들은 나를 Follow
무지개 진동을 타고
꼭대기로 바로바로
흐름을 멈추지마오
기회의 한줄기 빛
느낌을 올때 자 Hit
Feel like 박세리 '98
Flu game get in motion
모든 건 시선의 차이
난 Classy crazy 그 사이
Only one thing on my mind
Coconut water n lime
Yeah I'm just chilling
I don't see nobody
I don't see nobody
I'm on my own island
Just me and nobody
Just another day in the paradise
친구들과 Lotta ice
지금 이 느낌 Paradise
나 있는 곳이 Paradise
그저 또 하루의 Paradise
매일매일 나는 Paradise
친구들과 Lotta ice
지금 이 순간이 Paradise
My god that's a paradise
너 나 그리고 Paradise
Just another day in the paradise
My god that's a paradise]"
7,32659118,핑크퐁,"[정말 믿을 수 없어
기다리고 기다린 순간
내가 좋아하는
피시보드 선수를 만날 줄이야 

함께 보드 타고 내려가
워어어어
멋지게 날아올라
1080도 회전!

거센 파도처럼
거침없이 내려가
거센 파도처럼
멋지게 화려하게

마법에 걸린 것처럼
지금 내 기분 샤킹해 
거센 파도
거센 파도처럼

온종일 함께 보드타고
파도 위에서 놀면 얼마나 좋을까

(거센 파도처럼)
거침없이 내려가
(거센 파도처럼)
멋지게 화려하게

마법에 걸린 것처럼
지금 내 기분 샤킹해 
(거센 파도)
(거센 파도처럼)]"
8,83243928,CL,"[There's no easy way to say it
There's no perfect way to play it
Just wanna see you face to face
Give me time and place
You know that I'm keep trying
But it's never the right time
Can't you see the red light
My heart's on the front line
Take it from me
When the siren goes off
That's when the lies will stop
When the siren goes off
I know you're ready to love
Don't you dare walk away from me
I know you got something to say to me
We were beautiful
We had the world That's right
Remember the day we had and that night
Who's gonna love you like that
Who's gonna love you like that
It ain't done til it's finished
So spit it out and admit it
Let's work it out
Just wanna see you face to face
I'm sick and tired of playing games
I'm never like this
In and out in the emotions
You know I don't let it let it
버려진 재미
But I ran into the red light
With you I'm on the front line
Take it from me
When the siren goes off
That's when the lies will stop
When the siren goes off
I know you're ready to love
Don't you dare walk away from me
I know you got something to say to me
We were beautiful
We had the world That's right
Remember the day we had and that night
Who's gonna love you like that
Who's gonna love you like that
There's a fire in the room
Don't let it burn out
Baby let it cool
Don't let it burn out
Fire in the room
There's a fire in the room
There's a fire in the room
Don't let it burn out
Baby let it cool
Don't let it burn out
Fire in the room
There's a fire in the room
Take it from me
When the siren goes off
That's when the lies will stop
When the siren goes off
I know you're ready to love
Don't you dare walk away from me
I know you got something to say to me
We were beautiful
We had the world That's right
Remember the day we had and that night
Who's gonna love you like that
Who's gonna love you like that]"
9,32659129,핑크퐁,"[깊은 우주
뚜뚜두 뚜뚜뚜 두두두두
깊은 우주
뚜뚜두 뚜뚜뚜 두두두두

방울 타고 멀리 날아가
뽈록이 집을 찾을 거야
알록달록 반짝 물고기 
따라가면 알 수 있어
좋아! 

반짝반짝
은하 파도 건너서
뚜뚜두 뚜뚜뚜 두두두두
저 알록달록 먼 우주 속으로
뚜뚜두 뚜뚜뚜 두두두두

함께라면 찾을 수 있어
오, 사, 삼, 이, 일!

뽈록!
깊은 우주
저 먼 곳 지나
깊은 우주
집을 찾아줄게
함께라면 찾을 수 있어
조금 더 힘을 내
깊은 우주
뚜뚜두 뚜뚜뚜 두두두두
깊은 우주
뚜뚜두 뚜뚜뚜 두두두두

깊은 우주
저 먼 곳 지나
깊은 우주
집을 찾아줄게
깊은 우주
뚜뚜두 뚜뚜뚜 두두두두
뽈록!]"
