,artist_id,artist_name,album_id,album_title,song_id,song_title,release_date,album_image
0,80265678,제니 (JENNIE),4091774,JENNIE Special Single [You & Me],6217653,You & Me,2023.10.06,https://image.bugsm.co.kr/album/images/200/40917/4091774.jpg?version=20231007074458.0
1,80265678,제니 (JENNIE),4091774,JENNIE Special Single [You & Me],6217654,You & Me (Coachella ver.),2023.10.06,https://image.bugsm.co.kr/album/images/200/40917/4091774.jpg?version=20231007074458.0
2,80265678,The Weeknd(위켄드),31866335,The Idol Episode 4 (Music from the HBO Original Series),103610986,One Of The Girls,2023.06.23,https://image.bugsm.co.kr/album/images/200/318663/31866335.jpg?version=20230630021622.0
3,80265678,The Weeknd(위켄드),31866335,The Idol Episode 4 (Music from the HBO Original Series),103610987,Jealous Guy,2023.06.23,https://image.bugsm.co.kr/album/images/200/318663/31866335.jpg?version=20230630021622.0
4,80265678,The Weeknd(위켄드),31866335,The Idol Episode 4 (Music from the HBO Original Series),103610988,Fill The Void,2023.06.23,https://image.bugsm.co.kr/album/images/200/318663/31866335.jpg?version=20230630021622.0
5,80265678,제니 (JENNIE),20207002,SOLO,31309023,SOLO,2018.11.12,https://image.bugsm.co.kr/album/images/200/202070/20207002.jpg?version=20210428040406.0
