,artist_id,artist_name,album_id,album_title,song_id,song_title,release_date
0,80097978,Apink (에이핑크),4085185,SELF,6195362,D N D,2023.04.05
1,80097978,Apink (에이핑크),4085185,SELF,6195363,Withcha,2023.04.05
2,80097978,Apink (에이핑크),4085185,SELF,6195364,"Me, Myself & I",2023.04.05
3,80097978,Apink (에이핑크),4085185,SELF,6195365,Candy,2023.04.05
4,80097978,Apink (에이핑크),4085185,SELF,6195366,나만 알면 돼,2023.04.05
5,80097978,Apink (에이핑크),4074495,나만 알면 돼,6158260,나만 알면 돼,2022.04.19
6,80097978,Apink (에이핑크),4074495,나만 알면 돼,6158261,나만 알면 돼 (Inst.),2022.04.19
7,80097978,Apink (에이핑크),4071196,HORN,6146933,Dilemma,2022.02.14
8,80097978,Apink (에이핑크),4071196,HORN,6146934,HOLY MOLY,2022.02.14
9,80097978,Apink (에이핑크),4071196,HORN,6146935,My oh My,2022.02.14
10,80097978,Apink (에이핑크),4071196,HORN,6146936,Nothing,2022.02.14
11,80097978,Apink (에이핑크),4071196,HORN,6146937,Red Carpet,2022.02.14
12,80097978,Apink (에이핑크),4071196,HORN,6146938,Single Rider,2022.02.14
13,80097978,Apink (에이핑크),4071196,HORN,6146939,Free & Love,2022.02.14
14,80097978,Apink (에이핑크),4071196,HORN,6146940,그날의 봄 (Just Like This),2022.02.14
15,80097978,Apink (에이핑크),4071196,HORN,6146941,Trip,2022.02.14
16,80097978,Apink (에이핑크),4071196,HORN,6146942,작은 별 (Dream),2022.02.14
17,80097978,Apink (에이핑크),4071196,HORN,6146943,고마워 (Thank you),2022.02.14
18,80097978,Apink (에이핑크),4041997,고마워 (Thank you),6105841,고마워 (Thank you),2021.04.19
19,80097978,Apink (에이핑크),4041997,고마워 (Thank you),6105842,고마워 (Thank you) (Inst.),2021.04.19
20,80097978,Apink (에이핑크),20318375,LOOK,31885861,덤더럼(Dumhdurum),2020.04.13
21,80097978,Apink (에이핑크),20318375,LOOK,31885862,Yummy,2020.04.13
22,80097978,Apink (에이핑크),20318375,LOOK,31885863,Be Myself,2020.04.13
23,80097978,Apink (에이핑크),20318375,LOOK,31885864,Love is Blind,2020.04.13
24,80097978,Apink (에이핑크),20318375,LOOK,31885865,Overwrite,2020.04.13
25,80097978,Apink (에이핑크),20318375,LOOK,31885866,너의 모든 순간을 사랑해,2020.04.13
26,80097978,Apink (에이핑크),20318375,LOOK,31885867,Everybody Ready?,2020.04.13
27,80097978,Apink (에이핑크),20247880,Everybody Ready?,31558073,Everybody Ready?,2019.04.19
28,80097978,Apink (에이핑크),20247880,Everybody Ready?,31558074,Everybody Ready? (Inst.),2019.04.19
29,80097978,Apink (에이핑크),20220689,PERCENT,31401959,%%(응응),2019.01.07
