,artist_id,artist_name,album_id,album_title,song_id,song_title,release_date
0,80347276,STAYC(스테이씨),4090183,TEENFRESH,6212752,Bubble,2023.08.16
1,80347276,STAYC(스테이씨),4090183,TEENFRESH,6212753,﻿Not Like You,2023.08.16
2,80347276,STAYC(스테이씨),4090183,TEENFRESH,6212754,﻿I Wanna Do,2023.08.16
3,80347276,STAYC(스테이씨),4090183,TEENFRESH,6212755,﻿Be Mine,2023.08.16
4,80347276,STAYC(스테이씨),4090183,TEENFRESH,6212756,﻿Bubble (English Ver.),2023.08.16
5,80347276,STAYC(스테이씨),4090183,TEENFRESH,6212757,﻿Bubble (Sped Up) (English Ver.),2023.08.16
6,80347276,STAYC(스테이씨),31402470,Teddy Bear (Japanese Version),101879128,Teddy Bear (Japanese Version),2023.04.05
7,80347276,STAYC(스테이씨),31402470,Teddy Bear (Japanese Version),101879129,Stereotype (Japanese Version),2023.04.05
8,80347276,STAYC(스테이씨),4083531,Teddy Bear,6189185,Teddy Bear,2023.02.14
9,80347276,STAYC(스테이씨),4083531,Teddy Bear,6189186,Poppy (Korean Ver.),2023.02.14
10,80347276,STAYC(스테이씨),30068909,POPPY (Japanese Version),96481762,POPPY (Japanese Version),2022.11.23
11,80347276,STAYC(스테이씨),30068909,POPPY (Japanese Version),96481763,ASAP (Japanese Version),2022.11.23
12,80347276,STAYC(스테이씨),30017244,POPPY (Japanese Version),96257815,POPPY (Japanese Version),2022.11.16
13,80347276,STAYC(스테이씨),4077907,WE NEED LOVE,6169762,BEAUTIFUL MONSTER,2022.07.19
14,80347276,STAYC(스테이씨),4077907,WE NEED LOVE,6169763,I LIKE IT,2022.07.19
15,80347276,STAYC(스테이씨),4077907,WE NEED LOVE,6169764,LOVE,2022.07.19
16,80347276,STAYC(스테이씨),4077907,WE NEED LOVE,6169765,RUN2U (TAK Remix),2022.07.19
17,80347276,Various Artists,20469875,우리들의 블루스 OST,32550557,Whisky on the Rock,2022.05.24
18,80347276,Various Artists,20469875,우리들의 블루스 OST,32550558,마지막 너의 인사,2022.05.24
