,album_id,song_id,song_title
0,4090421,6213377,"UNFORGIVEN (feat. Nile Rodgers, Ado) -Japanese ver.-"
1,4090421,6213378,ANTIFRAGILE -Japanese ver.-
2,4090421,6213379,Jewelry (Prod. imase)
3,4089929,6211938,"UNFORGIVEN (feat. Nile Rodgers, Ado) -Japanese ver.-"
4,4089853,6211754,"이브, 프시케 그리고 푸른 수염의 아내 (feat. Demi Lovato)"
5,4089669,6210491,"이브, 프시케 그리고 푸른 수염의 아내 (Rina Sawayama Remix)"
6,4089534,6209116,Jewelry (Prod. imase)
7,4088910,6207488,"이브, 프시케 그리고 푸른 수염의 아내 (feat. UPSAHL)"
8,4088537,6206053,"이브, 프시케 그리고 푸른 수염의 아내 (English Ver.)"
9,4087530,6202609,Guardian
10,4087530,6202610,Guardian (Inst.)
11,4085992,6197830,The World Is My Oyster (2023 Ver.)
12,4085992,6197831,FEARLESS (2023 Ver.)
13,4085992,6197832,Blue Flame (2023 Ver.)
14,4085992,6197833,The Hydra
15,4085992,6197834,ANTIFRAGILE
16,4085992,6197835,Impurities
17,4085992,6197836,Burn the Bridge
18,4085992,6197837,UNFORGIVEN (feat. Nile Rodgers)
19,4085992,6197838,No-Return (Into the unknown)
20,4085992,6197839,"이브, 프시케 그리고 푸른 수염의 아내"
21,4085992,6197840,"피어나 (Between you, me and the lamppost)"
22,4085992,6197841,Flash Forward
23,4085992,6197842,Fire in the belly
24,4083246,6188197,FEARLESS (Japanese ver.)
25,4083246,6188198,Blue Flame (Japanese ver.)
26,4083246,6188199,Choices
27,4082885,6186900,Choices
28,4082320,6184656,FEARLESS (Japanese ver.)
29,4080706,6179180,The Hydra
30,4080706,6179181,ANTIFRAGILE
31,4080706,6179182,Impurities
32,4080706,6179183,No Celestial
33,4080706,6179184,Good Parts (when the quality is bad but I am)
34,4075173,6160272,The World Is My Oyster
35,4075173,6160273,FEARLESS
36,4075173,6160274,Blue Flame
37,4075173,6160275,The Great Mermaid
38,4075173,6160276,Sour Grapes
