,artist_id,artist_name,album_id,album_title,release_date
0,20022492,BLACKPINK,4090542,THE GIRLS (BLACKPINK THE GAME OST),2023.08.25
1,20022492,BLACKPINK,4078880,BORN PINK,2022.09.16
2,20022492,BLACKPINK,15902097,Pretty Savage (Japan Version),2021.08.03
3,20022492,BLACKPINK,15902090,You Never Know (Japan Version),2021.08.03
4,20022492,BLACKPINK,15886617,How You Like That (Japan Version),2021.07.27
5,20022492,BLACKPINK,15819664,Lovesick Girls (Japan Version),2021.07.13
6,20022492,BLACKPINK,20402338,BLACKPINK 2021 'THE SHOW' LIVE,2021.06.11
7,20022492,BLACKPINK,20352127,THE ALBUM,2020.10.02
8,20022492,BLACKPINK,20346167,Ice Cream (with Selena Gomez),2020.08.28
9,20022492,BLACKPINK,20334175,How You Like That,2020.06.26
10,20022492,Lady GaGa(레이디 가가),982326,Sour Candy,2020.05.28
11,20022492,BLACKPINK,14143287,BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME- (Live),2020.05.14
12,20022492,BLACKPINK,13562537,Kill This Love (Japan Version),2019.10.16
13,20022492,BLACKPINK,20243628,KILL THIS LOVE,2019.04.05
14,20022492,BLACKPINK,20173253,SQUARE UP,2018.06.15
15,20022492,BLACKPINK,20104358,마지막처럼,2017.06.22
16,20022492,BLACKPINK,20063947,SQUARE TWO,2016.11.01
17,20022492,BLACKPINK,20049444,SQUARE ONE,2016.08.08
