,album_id,song_id,song_title
0,20535643,32733760,WHEN I MOVE(Japanese Version)
1,20535643,32733761,Queens
2,20535643,32733762,Queens(Remix)
3,20532770,32722674,WHEN I MOVE (Japanese Version)
4,20530901,32714301,Happy Hour
5,20530901,32714302,WHEN I MOVE
6,20530901,32714303,Shout It Out
7,20530901,32714304,Oxygen
8,20073386,30494040,Together as One
9,20073386,30494041,Talk about Love
10,20073386,30494042,Beautiful World
11,20073386,30494043,Together as One (Inst.)
12,20073386,30494044,Talk about Love (Inst.)
13,20073386,30494045,Beautiful World (Inst.)
14,505643,4360695,Starlight
15,505643,4360696,Cupid
16,505643,4360697,그땐 그냥
17,505643,4360698,I Luv Me
18,505643,4360699,Peek-A-Boo
19,505643,4360700,Dreamlover
20,445838,3632522,Live
21,445838,3632523,맘마미아
22,445838,3632524,So Good
23,445838,3632525,멜랑꼴리 (24/7)
24,445838,3632526,빨간불
25,445838,3632527,이야기
26,404310,3327016,Beautiful Night
27,404310,3327017,Love Letter
28,404310,3327018,Beautiful Night (inst.)
29,404310,3327019,Love Letter (inst.)
30,394056,3252551,풍운 (나루토 질풍전 1기 오프닝)
31,394056,3252552,나비 (나루토 질풍전 1기 엔딩)
32,394056,3252553,결의 (나루토 질풍전 3기 오프닝)
33,394056,3252554,Justice (나루토 질풍전 3기 엔딩)
34,394056,3252555,풍운 (inst.)
35,394056,3252556,나비 (inst.)
36,394056,3252557,결의 (inst.)
37,394056,3252558,Justice (inst.)
38,386316,3185719,둘 중에 하나 (Runaway)
39,386316,3185720,숙녀가 못 돼 (Damaged Lady)
40,386316,3185721,1+1
41,386316,3185722,In The Game
42,386316,3185723,Follow Me
43,386316,3185724,Smoothie
44,386316,3185725,2Night
45,386316,3185726,둘 중에 하나 (Runaway) (inst.)
46,386316,3185727,숙녀가 못 돼 (Damaged Lady) (inst.)
47,384450,3169015,둘 중에 하나 (Runaway)
48,384450,3169016,둘 중에 하나 (Runaway) (inst.)
49,349955,2824471,백일몽
50,349955,2824472,Guilty
51,349955,2824473,Lost (feat. 정진운 Of 2AM)
52,349955,2824474,Secret Love
53,349955,2824475,Wanna Do
54,349955,2824476,백일몽 (inst.)
