,artist_id,artist_name,album_id,album_title,release_date
0,80046074,핑크퐁,20542804,핑크퐁과 아기상어의 생일파티 대소동 OST,2023.02.01
1,80046074,핑크퐁,20496193,아기상어 올리와 윌리엄 Part2 OST (Deluxe Album),2022.09.30
2,80046074,CL,20476040,아기상어 올리와 윌리엄 OST (Special Track),2022.06.28
3,80046074,Various Artists,20428441,스트릿 우먼 파이터(SWF) Special,2021.10.27
4,80046074,CL,16238753,Alpha,2021.10.20
5,80046074,CL,16178043,Lover Like Me,2021.09.29
6,80046074,CL,16147789,"SPICY (Remix) (Feat. Omega Sapien, sokodomo, Lil Cherry)",2021.09.08
7,80046074,CL,16106973,SPICY,2021.08.24
8,80046074,CL,15893271,+5 STAR+,2021.08.01
9,80046074,CL,4031948,Wish You Were Here,2021.02.26
10,80046074,CL,999611,+HWA+,2020.10.29
11,80046074,CL,20292545,사랑의 이름으로,2019.12.17
12,80046074,Various Artists,672309,마이 리틀 포니 : 더 무비 (My Little Pony : The Movie) OST,2017.09.22
13,80046074,CL,20011777,Hello Bitches,2015.12.05
14,80046074,Diplo(디플로),507020,Doctor Pepper,2015.05.29
15,80046074,CL,370709,나쁜 기집애,2013.05.28
16,80046074,CL,207041,Please Don't Go,2009.11.20
