,artist_id,artist_name,album_id,album_title,release_date
0,80023353,카라(Kara),20535643,MOVE AGAIN (Japan Edition),2022.12.21
1,80023353,카라(Kara),20532770,WHEN I MOVE (Japanese Version),2022.12.07
2,80023353,카라(Kara),20530901,MOVE AGAIN,2022.11.29
3,80023353,Various Artists,20073386,"Hooxi, the Beginning",2016.12.22
4,80023353,카라(Kara),505643,카라(Kara) 7th Mini Album - In Love,2015.05.26
5,80023353,카라(Kara),445838,6th Mini Album [Day & Night],2014.08.18
6,80023353,카라(Kara),404310,Kara The Animation,2013.12.24
7,80023353,투니버스,394056,나루토 질풍전 OST,2013.10.28
8,80023353,카라(Kara),386316,Kara 4th Album - Full Bloom,2013.09.02
9,80023353,카라(Kara),384450,둘 중에 하나 (Runaway),2013.08.21
10,80023353,카라(Kara),349955,KARA SoloCollection,2012.11.30
11,80023353,카라(Kara),338711,KARA 5th mini album <PANDORA>,2012.08.22
12,80023353,Various Artists,309518,꽃보다 남자 Best Collection,2011.10.13
13,80023353,카라(Kara),298546,KARA 3rd Album STEP,2011.09.06
14,80023353,카라(Kara),251476,대물 (SBS 수목드라마) - Part.7,2010.12.16
15,80023353,카라(Kara),245449,점핑 (Jumping),2010.11.10
16,80023353,카라(Kara),235969,We Online (온라인 MMORPG 게임) - Part.2,2010.08.31
17,80023353,카라(Kara),221896,We're With You,2010.05.03
18,80023353,카라(Kara),217469,루팡 (Lupin),2010.02.17
19,80023353,Various Artists,215499,별을 따다줘 (SBS 월화드라마) - Part.2,2010.01.25
20,80023353,카라(Kara),214581,별을 따다줘 (SBS 월화드라마) - Part.1,2010.01.12
21,80023353,카라(Kara),193264,Revolution,2009.07.30
22,80023353,카라(Kara),187021,아이뮤지션,2009.06.04
23,80023353,Various Artists,179741,꽃보다 남자 Part 2 (KBS 월화드라마),2009.03.16
24,80023353,카라(Kara),178406,Honey [Special Edition],2009.02.12
25,80023353,카라(Kara),172283,Pretty Girl - 2nd Mini Album,2008.12.04
26,80023353,카라(Kara),165501,굿데이(Goodday) 시즌 2,2008.10.13
27,80023353,카라(Kara),160361,1st Mini Album,2008.07.25
28,80023353,Various Artists,8028516,강남엄마 따라잡기 (SBS 월화드라마),2007.07.25
29,80023353,카라(Kara),8025856,Blooming,2007.03.29
