,album_id,song_id,song_title
0,20069123,30466949,4 Walls (Japanese Ver.)
1,20069123,30466950,COWBOY
2,20069123,30466951,4 Walls (Japanese Ver.) (Inst.)
3,20069123,30466952,COWBOY (Inst.)
4,20046728,30329475,All Mine
5,20046728,30329476,All Mine (inst.)
6,20013143,30095193,12시 25분 (Wish List)
7,20004710,30031980,4 Walls
8,20004710,30031981,Glitter
9,20004710,30031982,Deja Vu
10,20004710,30031983,X
11,20004710,30031984,Rude Love
12,20004710,30031985,Diamond
13,20004710,30031986,Traveler (feat. 지코(ZICO))
14,20004710,30031987,Papi
15,20004710,30031988,Cash Me Out
16,20004710,30031989,When I’m Alone
17,438453,3578893,Red Light
18,438453,3580466,MILK
19,438453,3580467,나비 (Butterfly)
20,438453,3580468,무지개 (Rainbow)
21,438453,3580469,All Night
22,438453,3580470,바캉스 (Vacance)
23,438453,3580471,뱉어내 (Spit It Out)
24,438453,3580472,Boom Bang Boom
25,438453,3580473,Dracula
26,438453,3580474,Summer Lover
27,438453,3580475,종이 심장 (Paper Heart)
28,421849,3454718,Light up This City
29,421849,3454720,Say Yes (feat. KRIS (EXO))
30,421849,3446785,Let Me In
31,421849,3454721,You Found Me
32,421849,3454722,"Cobu Love Theme / Static Invasion (feat. Tasha ""Dash"" Schumann)"
33,421849,3454723,Dance to the Drummers Beat
34,421849,3454724,Runnin' on Empty
35,421849,3454725,The Road (Finer Things) (feat. Nicky Da B)
36,421849,3454732,Fall For You
37,421849,3454726,NU 예삐오 (NU ABO)
38,421849,3454727,Simple Simon
39,421849,3454728,Cheap Creeper
40,421849,3454729,Catching Shadows
41,421849,3454730,Now We Know
42,421849,3454731,Breathing Love
43,380675,3138175,첫 사랑니 (Rum Pum Pum Pum)
44,380675,3138176,미행 (그림자; Shadow)
45,380675,3138177,Pretty Girl
46,380675,3138178,Kick
47,380675,3138179,시그널 (Signal)
48,380675,3138180,Step
49,380675,3138181,Goodbye Summer (f(Amber+Luna+Krystal) (feat. D.O. Of EXO-K))
50,380675,3138182,Airplane
51,380675,3138183,Toy
52,380675,3138184,여우 같은 내 친구 (No More)
53,380675,3138185,Snapshot
54,380675,3138186,Ending Page
55,331933,2679407,Electric Shock
56,331933,2679408,제트별 (Jet)
57,331933,2679409,지그재그 (Zig Zag)
58,331933,2679410,Beautiful Stranger (By f(Amber+Luna+Krystal))
59,331933,2679411,Love Hate
60,331933,2679412,훌쩍 (Let's Try)
61,296298,2421906,깔라까바나 (퍼즐버블온라인 OST)
62,296298,2421907,깔라까바나 (퍼즐버블온라인 OST) (inst.)
63,289961,2363482,Hot Summer
64,289961,2363483,피노키오 (Danger)
65,289961,2363484,빙그르 (Sweet Witches)
66,289961,2363485,좋아해도 되나요 (...Is It OK?)
67,289961,2363486,Dangerous
68,289961,2363487,Beautiful Goodbye
69,289961,2363488,Gangsta Boy
70,289961,2363489,아이 (Love)
71,289961,2363490,Stand up!
72,289961,2363491,My Style
73,289961,2363492,So Into U
74,289961,2363493,Lollipop (feat. SHINee)
75,289961,2363494,라차타 (LA chA TA)
76,289961,2363495,Chu~♡
77,277970,2308386,피노키오 (Danger)
78,277970,2311802,빙그르 (Sweet Witches)
