,artist_id,artist_name,album_id,album_title,release_date
0,80022186,선미,4092053,STRANGER,2023.10.17
1,80022186,선미,20554325,[BILLION MUSIC PROJECT VOL.1],2023.03.22
2,80022186,이소정,4078585,뉴페스타 EPISODE.10,2022.08.10
3,80022186,선미,4077267,열이올라요 (Heart Burn),2022.06.29
4,80022186,선미,20468453,선미야클럽 OST Part.1,2022.05.18
5,80022186,Various Artists,4074394,유명가수전-배틀어게인 Part.1,2022.04.16
6,80022186,Ed Sheeran(에드 시런),4068067,Shivers,2021.11.24
7,80022186,Various Artists,20428441,스트릿 우먼 파이터(SWF) Special,2021.10.27
8,80022186,선미,4065916,Go or Stop?,2021.10.11
9,80022186,선미,4061560,6분의1,2021.08.06
10,80022186,선미,4031422,꼬리 (TAIL),2021.02.23
11,80022186,선미,20334412,보라빛 밤 (pporappippam),2020.06.29
12,80022186,선미,20304374,엑스엑스 (XX) OST Part.1,2020.02.06
13,80022186,선미,20273601,날라리 (LALALAY),2019.08.27
14,80022186,선미,20234254,누아르 (Noir),2019.03.04
15,80022186,선미,20191736,WARNING,2018.09.04
16,80022186,선미,20142754,주인공,2018.01.18
17,80022186,백지영,20129591,FLY DAY,2017.11.13
18,80022186,선미,20114619,SUNMI SPECIAL EDITION [가시나],2017.08.22
19,80022186,선미,413987,Full Moon,2014.02.17
20,80022186,선미,384382,24시간이 모자라,2013.08.26
