,artist_id,artist_name,album_id,album_title,release_date
0,80054982,2NE1,20078666,안녕,2017.01.21
1,80054982,2NE1,416068,CRUSH,2014.02.27
2,80054982,2NE1,398013,그리워해요,2013.11.21
3,80054982,2NE1,382253,Do You Love Me,2013.08.07
4,80054982,2NE1,377214,Falling In Love,2013.07.08
5,80054982,2NE1,334306,I Love You,2012.07.05
6,80054982,2NE1,294235,2NE1 2nd Mini Album,2011.07.28
7,80054982,2NE1,291231,내가 제일 잘 나가,2011.06.24
8,80054982,2NE1,282889,Lonely,2011.05.12
9,80054982,2NE1,237329,To Anyone,2010.09.09
10,80054982,2NE1,217151,날 따라 해봐요,2010.02.09
11,80054982,2NE1,197401,I Don't Care (Reggae Mix ver.),2009.09.03
12,80054982,2NE1,190115,2NE1 1st Mini Album,2009.07.08
13,80054982,2NE1,183461,Fire,2009.05.06
14,80054982,BIGBANG (빅뱅),180845,Lollipop,2009.03.27
