,artist_id,artist_name,album_id,album_title,release_date
0,80022182,원더걸스,20081409,그려줘,2017.02.10
1,80022182,원더걸스,20043693,Why So Lonely,2016.07.05
2,80022182,원더걸스,522255,REBOOT,2015.08.03
3,80022182,원더걸스,334638,Like Money,2012.07.10
4,80022182,원더걸스,331415,Wonder Party,2012.06.03
5,80022182,원더걸스,318477,The DJ Is Mine,2012.01.12
6,80022182,원더걸스,312047,Wonder World,2011.11.07
7,80022182,원더걸스,223135,2 Different Tears,2010.05.16
8,80022182,원더걸스,189762,Nobody (Eng ver.) (미국발매싱글),2009.06.29
9,80022182,원더걸스,170641,Anybody,2008.11.18
10,80022182,원더걸스,164003,The Wonder Years - Trilogy,2008.09.22
11,80022182,원더걸스,155817,So Hot,2008.06.03
12,80022182,원더걸스,101833,Army Song,2008.02.21
13,80022182,원더걸스,8031843,미니게임천국 3 - 쪼요쪼요,2007.11.26
14,80022182,원더걸스,8029817,The Wonder Years,2007.09.13
15,80022182,원더걸스,8026408,미안한 마음 ~tears~,2007.04.27
16,80022182,원더걸스,8024719,The Wonder Begins,2007.02.13
