,artist_id,artist_name,album_id,album_title,release_date
0,80199440,Red Velvet (레드벨벳),4090708,iScreaM Vol.25 : 빨간 맛 (Red Flavor) Remix,2023.08.31
1,80199440,Red Velvet (레드벨벳),20530524,‘The ReVe Festival 2022 - Birthday’,2022.11.28
2,80199440,Red Velvet (레드벨벳),20458315,Bloom,2022.04.06
3,80199440,Red Velvet (레드벨벳),20457046,‘The ReVe Festival 2022 - Feel My Rhythm’,2022.03.21
4,80199440,Red Velvet (레드벨벳),20429667,iScreaM Vol.12 : Bad Boy Remixes,2021.11.01
5,80199440,Red Velvet (레드벨벳),20426456,iScreaM Vol.11 : Queendom Remix,2021.10.15
6,80199440,Red Velvet (레드벨벳),20415229,Queendom - The 6th Mini Album,2021.08.16
7,80199440,Various Artists,20366763,스타트업 OST,2020.12.12
8,80199440,Red Velvet (레드벨벳),20354713,스타트업 OST Part.1,2020.10.17
9,80199440,Red Velvet (레드벨벳),20344966,Our Beloved BoA #4 - SM STATION,2020.08.21
10,80199440,Various Artists,968363,TROLLS World Tour (Original Motion Picture Soundtrack),2020.03.13
11,80199440,Red Velvet (레드벨벳),20296732,‘The ReVe Festival’ Finale,2019.12.23
12,80199440,Various Artists,20274452,호텔 델루나 OST,2019.08.31
13,80199440,Red Velvet (레드벨벳),921433,‘The ReVe Festival’ Day 2,2019.08.20
14,80199440,Red Velvet (레드벨벳),20270472,호텔 델루나 OST Part.8,2019.08.10
15,80199440,Red Velvet (레드벨벳),20261125,‘The ReVe Festival’ Day 1,2019.06.19
16,80199440,Red Velvet (레드벨벳),20257025,SAPPY,2019.05.30
17,80199440,Red Velvet (레드벨벳),20248382,Power Up (Japanese Ver.),2019.04.24
18,80199440,Ellie Goulding(엘리 굴딩),869552,Close To Me (Red Velvet Remix),2019.04.05
19,80199440,Red Velvet (레드벨벳),20235339,Sayonara,2019.03.08
20,80199440,Red Velvet (레드벨벳),20221845,SAPPY,2019.01.11
21,80199440,Red Velvet (레드벨벳),20212051,RBB - The 5th Mini Album,2018.11.30
22,80199440,Red Velvet (레드벨벳),20184771,Summer Magic - Summer Mini Album,2018.08.06
23,80199440,Red Velvet (레드벨벳),20177191,#Cookie Jar,2018.07.04
24,80199440,Red Velvet (레드벨벳),20144731,The Perfect Red Velvet - The 2nd Album Repackage,2018.01.29
25,80199440,Various Artists,20144431,투유 프로젝트 - 슈가맨2 Part.3,2018.01.29
26,80199440,Red Velvet (레드벨벳),20130675,Perfect Velvet - The 2nd Album,2017.11.17
27,80199440,Red Velvet (레드벨벳),20114168,환생 (Rebirth) - SM STATION,2017.08.18
28,80199440,Red Velvet (레드벨벳),20107250,The Red Summer - Summer Mini Album,2017.07.09
29,80199440,Red Velvet (레드벨벳),20090096,Would U - SM STATION,2017.03.31
30,80199440,Red Velvet (레드벨벳),20079826,Rookie - The 4th Mini Album,2017.02.01
31,80199440,Red Velvet (레드벨벳),20054544,Russian Roulette - The 3rd Mini Album,2016.09.07
32,80199440,Red Velvet (레드벨벳),20033514,텔레몬스터 (MBC TV 애니메이션) OST,2016.05.02
33,80199440,Red Velvet (레드벨벳),20026112,The Velvet - The 2nd Mini Album,2016.03.17
34,80199440,Various Artists,20017060,투유 프로젝트 - 슈가맨 Part.13,2016.01.13
35,80199440,Red Velvet (레드벨벳),20013867,세가지 소원 (Wish Tree) - WINTER GARDEN,2015.12.18
36,80199440,Various Artists,20006759,<불후의 명곡 - 전설을 노래하다> - 고 배호 2편,2015.11.07
37,80199440,Red Velvet (레드벨벳),530606,The Red - The 1st Album,2015.09.09
38,80199440,Red Velvet (레드벨벳),490027,The 1st Mini Album 'Ice Cream Cake',2015.03.17
39,80199440,Red Velvet (레드벨벳),456150,The 2nd Single 'Be Natural',2014.10.13
40,80199440,Red Velvet (레드벨벳),443669,The 1st Single '행복(Happiness)',2014.08.04
