,artist_id,artist_name,album_id,album_title,release_date
0,80073726,걸스데이(Girl's Day),20089211,Girl's Day Everyday #5,2017.03.27
1,80073726,Various Artists,20073386,"Hooxi, the Beginning",2016.12.22
2,80073726,걸스데이(Girl's Day),515991,Girl's Day Love Second Album,2015.07.07
3,80073726,걸스데이(Girl's Day),502857,Hello Bubble,2015.05.12
4,80073726,걸스데이(Girl's Day),457029,보고싶어,2014.10.15
5,80073726,걸스데이(Girl's Day),439868,Girl's Day Everyday #4,2014.07.14
6,80073726,Various Artists,422927,<불후의 명곡 - 전설을 노래하다> - 이선희 2편,2014.04.05
7,80073726,걸스데이(Girl's Day),405982,걸스데이 미니앨범 3집,2014.01.03
8,80073726,걸스데이(Girl's Day),392036,Let's Go,2013.10.15
9,80073726,Various Artists,381747,<불후의 명곡 - 전설을 노래하다> - 쿨편,2013.08.03
10,80073726,걸스데이(Girl's Day),380844,Girl's Day Party #6,2013.07.30
11,80073726,걸스데이(Girl's Day),374716,정규 1집 리패키지 앨범 - 여자 대통령 (Female President),2013.06.24
12,80073726,걸스데이(Girl's Day),361446,기대,2013.03.14
13,80073726,걸스데이(Girl's Day),358821,White Day,2013.02.21
14,80073726,인순이,349813,If Love Earth - Take Action,2012.11.28
15,80073726,걸스데이(Girl's Day),345944,Girl's Day Party #5,2012.10.26
16,80073726,걸스데이(Girl's Day),339256,The S Part.2,2012.08.27
17,80073726,Various Artists,338383,넝쿨째 굴러온 당신 (KBS 주말드라마) OST,2012.08.17
18,80073726,걸스데이(Girl's Day),334505,넝쿨째 굴러온 당신 (KBS 주말드라마) - Part.5,2012.07.09
19,80073726,걸스데이(Girl's Day),327018,Everyday Ⅱ,2012.04.18
20,80073726,걸스데이(Girl's Day),298177,Girl's Day Party #4,2011.09.02
21,80073726,걸스데이(Girl's Day),296132,우리집 여자들 (KBS 일일연속극) Part.1,2011.08.12
22,80073726,걸스데이(Girl's Day),294969,곽태훈 프로젝트 앨범 3rd,2011.07.29
23,80073726,Various Artists,294298,반짝반짝 빛나는 (MBC 주말드라마),2011.07.22
24,80073726,걸스데이(Girl's Day),292535,Everyday,2011.07.07
25,80073726,Various Artists,289692,시티헌터 (SBS 수목드라마) Part.3,2011.06.10
26,80073726,걸스데이(Girl's Day),278929,반짝반짝 빛나는 (MBC 주말드라마) - Part.3,2011.04.22
27,80073726,걸스데이(Girl's Day),271749,Girl's Day Party #3,2011.03.18
28,80073726,걸스데이(Girl's Day),243749,Girl's Day Party #2,2010.10.29
29,80073726,걸스데이(Girl's Day),231027,나 어때,2010.07.22
30,80073726,걸스데이(Girl's Day),229609,Girl's Day Party #1,2010.07.09
