,artist_id,artist_name,album_id,album_title,release_date
0,80059218,f(x),20069123,4 Walls / COWBOY,2016.11.30
1,80059218,f(x),20046728,All Mine - SM STATION,2016.07.22
2,80059218,f(x),20013143,12시 25분 (Wish List) - WINTER GARDEN,2015.12.15
3,80059218,f(x),20004710,4 Walls - The 4th Album,2015.10.27
4,80059218,f(x),438453,The 3rd Album 'Red Light',2014.07.07
5,80059218,Various Artists,421849,메이크 유어 무브 (Make Your Move) OST,2014.03.31
6,80059218,f(x),380675,'Pink Tape' f(x) The 2nd Album,2013.07.29
7,80059218,f(x),331933,Electric Shock,2012.06.10
8,80059218,f(x),296298,"퍼즐버블온라인 OST ""깔라까바나""",2011.08.16
9,80059218,f(x),289961,'Hot Summer' f(x) 1st Album Repackage,2011.06.14
10,80059218,f(x),277970,'피노키오' f(x) The 1st Album,2011.04.20
11,80059218,Various Artists,261071,파라다이스 목장 (SBS 월화드라마),2011.02.09
12,80059218,Various Artists,261069,파라다이스 목장 (SBS 월화드라마) - Part.1,2011.01.26
13,80059218,f(x),221920,NU 예삐오 (NU ABO),2010.05.04
14,80059218,Various Artists,223789,쥬로링 동물탐정 (KBS 2TV 월요일 애니메이션),2010.05.03
15,80059218,Various Artists,219953,신데렐라 언니 (KBS 2TV 수목드라마),2010.03.31
16,80059218,f(x),219358,볼수록 애교만점 (MBC 일일시트콤) Part.1,2010.03.23
17,80059218,f(x),218996,"헝그리 로미오, 럭셔리 줄리엣 (Auction 방영 드라마)",2010.03.17
18,80059218,Various Artists,215391,공부의 신 OST Part 2,2010.01.25
19,80059218,Various Artists,206601,천하무적 이평강 (KBS 월화드라마),2009.11.18
20,80059218,f(x),206063,어렵고도 쉬운 - 천하무적 이평강 Part.3 (KBS 월화드라마),2009.11.16
21,80059218,f(x),204843,Chu~♡,2009.11.09
22,80059218,f(x),201602,Chocolate Love - f(x),2009.10.08
23,80059218,f(x),197081,라차타 (LA chA TA),2009.09.01
