,artist_id,artist_name,album_id,album_title,release_date
0,80347326,aespa,4091799,ZOOM ZOOM,2023.10.07
1,80347326,aespa,4091687,Better Things (RAYE Remix),2023.09.29
2,80347326,aespa,4091478,Better Things (Tropkillaz Remix),2023.09.22
3,80347326,aespa,4091238,iScreaM Vol.26 : Spicy Remix,2023.09.15
4,80347326,aespa,4090282,Better Things,2023.09.08
5,80347326,aespa,20586320,포켓몬스터(2023),2023.08.23
6,80347326,aespa,20563467,MY WORLD - The 3rd Mini Album,2023.05.08
7,80347326,Various Artists,31381608,Tetris (Motion Picture Soundtrack),2023.03.31
8,80347326,aespa,31276597,Hold On Tight,2023.03.30
9,80347326,aespa,20500727,iScreaM Vol.18 : Girls Remixes,2022.10.21
10,80347326,aespa,20471520,Girls - The 2nd Mini Album,2022.07.08
11,80347326,aespa,20475757,Life’s Too Short,2022.06.24
12,80347326,aespa,20440469,Dreams Come True - SM STATION,2021.12.20
13,80347326,aespa,20424398,Savage - The 1st Mini Album,2021.10.05
14,80347326,aespa,20421260,iScreaM Vol.10 : Next Level Remixes,2021.09.14
15,80347326,aespa,20397321,Next Level,2021.05.17
16,80347326,aespa,20377645,Forever (약속),2021.02.05
17,80347326,aespa,20361192,Black Mamba,2020.11.17
