,album_id,song_id,song_title
0,4013503,6015405,MAGO
1,4013503,6015406,Love Spell
2,4013503,6015407,Three Of Cups
3,4013503,6015408,GRWM
4,4013503,6015409,Secret Diary
5,4013503,6015410,Better Me
6,4013503,6015411,Night Drive
7,4013503,6015412,Apple
8,4013503,6015413,교차로 (Crossroads)
9,4013503,6015414,Labyrinth
10,4013503,6015415,앞면의 뒷면의 뒷면
11,20337351,31967971,Apple
12,20337351,31967972,눈의 시간
13,20337351,31967973,거울의 방
14,20337351,31967974,Tarot Cards
15,20337351,31967975,Crème Brûlée
16,20337351,31967976,북쪽 계단
17,20306398,31833575,Don't Cry
18,20306398,31833576,칵테일 사랑
19,20306398,31833577,Don't Cry (Inst.)
20,20306398,31833578,칵테일 사랑 (Inst.)
21,20303750,31821646,Labyrinth
22,20303750,31821647,교차로 (Crossroads)
23,20303750,31821648,Here We Are
24,20303750,31821649,지금 만나러 갑니다 (Eclipse)
25,20303750,31821650,Dreamcatcher
26,20303750,31821651,From Me
27,20263150,31637330,열대야 (Fever)
28,20263150,31637331,Mr. Blue
29,20263150,31637332,좋은 말 할 때 (Smile)
30,20263150,31637333,바라 (Wish)
31,20263150,31637334,Paradise
32,20263150,31637335,기대 (Hope)
33,20263150,31637336,FLOWER (Korean Ver.)
34,20263150,31637337,열대야 (Fever) (Inst.)
35,20238870,31510281,짠 (ZZAN)
36,20238870,31510282,짠 (ZZAN) (Inst.)
37,20222528,31413840,해야 (Sunrise)
38,20222528,31413841,You are not alone
39,20222528,31413842,기적을 넘어 (L.U.V.)
40,20222528,31413843,GLOW (만화경)
41,20222528,31413844,비밀 이야기 (Our Secret)
42,20222528,31413845,Only 1
43,20222528,31413846,Truly Love
44,20222528,31413847,보호색 (Show Up)
45,20222528,31413848,"겨울, 끝 (It's You)"
46,20222528,31413849,A Starry Sky
47,20222528,31413850,Love Oh Love
48,20222528,31413851,Memoria (Korean Ver.)
49,20222528,31413852,해야 (Sunrise) (Inst.)
50,20180906,31154135,여름여름해 (Sunny Summer)
51,20180906,31154136,Vacation
52,20180906,31154137,Sweety
53,20180906,31154138,바람 바람 바람 (Windy Windy)
54,20180906,31154139,Love In The Air
55,767412,5298802,Love Virus
56,767412,5298803,It's you
57,767412,5298804,Wanna Be
58,767412,5298805,조금만 더
59,767412,5298806,그대만 보여서
60,767412,5298807,왜 이럴까
61,767412,5298808,토로
62,767412,5298809,처음 하는 말
63,767412,5298810,Love Virus (Inst.)
64,767412,5298811,It's you (Inst.)
65,767412,5298812,Wanna Be (Inst.)
66,767412,5298813,조금만 더 (Inst.)
67,767412,5298814,그대만 보여서 (Inst.)
68,767412,5298815,왜 이럴까 (Inst.)
69,767412,5298816,토로 (Inst.)
70,767412,5298817,처음 하는 말 (Inst.)
71,767412,5298818,Secretary Kim
72,767412,5298819,Why Brass Band M1
73,767412,5298820,Kim Possible
74,767412,5298821,Man In Black
75,767412,5298822,Think Strings no.24
76,767412,5298823,Alsong Big Band
77,767412,5298824,Funny Sunny
78,767412,5298825,Why Slow Piano Mood
79,767412,5298826,Baby Elephant
80,767412,5298827,New Recruit
81,767412,5298828,Squeeze
82,767412,5298829,Lovely Girl
83,767412,5298830,Lonely Boss
84,767412,5298831,Big Bean
