,artist_id,artist_name,album_id,album_title,release_date
0,80026432,소녀시대 (GIRLS' GENERATION),20528353,iScreaM Vol.19 : FOREVER 1 Remixes,2022.11.17
1,80026432,소녀시대 (GIRLS' GENERATION),20484595,FOREVER 1 - The 7th Album,2022.08.05
2,80026432,소녀시대 (GIRLS' GENERATION),20111829,Holiday Night - The 6th Album,2017.08.04
3,80026432,소녀시대 (GIRLS' GENERATION),20049090,그 여름 (0805) - SM STATION,2016.08.05
4,80026432,Various Artists,539651,SBS MTV 매시업 K-Pop Remix 제1탄,2015.11.17
5,80026432,소녀시대 (GIRLS' GENERATION),525657,Lion Heart - The 5th Album,2015.08.18
6,80026432,소녀시대 (GIRLS' GENERATION),516261,PARTY,2015.07.07
7,80026432,소녀시대 (GIRLS' GENERATION),498353,Catch Me If You Can (Japanese ver.) (일본발매싱글),2015.04.22
8,80026432,소녀시대 (GIRLS' GENERATION),495790,Single 'Catch Me If You Can',2015.04.10
9,80026432,소녀시대 (GIRLS' GENERATION),447195,The Best (일본발매앨범),2014.08.25
10,80026432,Various Artists,421849,메이크 유어 무브 (Make Your Move) OST,2014.03.31
11,80026432,소녀시대 (GIRLS' GENERATION),415444,"The 4th Mini Album ""Mr.Mr.""",2014.02.24
12,80026432,소녀시대 (GIRLS' GENERATION),401848,Love & Peace (일본발매앨범),2013.12.11
13,80026432,소녀시대 (GIRLS' GENERATION),389818,Galaxy Supernova (일본발매싱글),2013.09.27
14,80026432,소녀시대 (GIRLS' GENERATION),374112,Love & Girls (일본발매싱글),2013.06.19
15,80026432,소녀시대 (GIRLS' GENERATION),365053,2011 Girls Generation Tour (Live),2013.04.11
16,80026432,소녀시대 (GIRLS' GENERATION),352551,GIRLS' GENERATION THE 4TH ALBUM 'I GOT A BOY',2013.01.01
17,80026432,소녀시대 (GIRLS' GENERATION),371510,Girls' Generation II ~ Girls & Peace ~ (일본발매앨범),2012.11.28
18,80026432,소녀시대 (GIRLS' GENERATION),371509,Flower Power (일본발매싱글),2012.11.21
19,80026432,소녀시대 (GIRLS' GENERATION),371508,Oh! (일본발매싱글),2012.09.26
20,80026432,소녀시대 (GIRLS' GENERATION),371507,Paparazzi (일본발매싱글),2012.06.27
21,80026432,소녀시대 (GIRLS' GENERATION),320686,"Re:Package Album ""Girls'Generation"" ～The Boys～ (일본발매앨범)",2012.02.09
22,80026432,소녀시대 (GIRLS' GENERATION),316580,'The Boys' Maxi Single,2011.12.21
23,80026432,소녀시대 (GIRLS' GENERATION),309980,'The Boys' The 3rd Album,2011.10.19
24,80026432,소녀시대 (GIRLS' GENERATION),293249,Girls' Generation (일본발매앨범),2011.07.13
25,80026432,소녀시대 (GIRLS' GENERATION),279869,MR.TAXI / Run Devil Run (일본발매싱글),2011.04.27
26,80026432,소녀시대 (GIRLS' GENERATION),260889,Run Devil Run (Japanese ver.) (일본발매싱글),2011.01.25
27,80026432,소녀시대 (GIRLS' GENERATION),258329,비주얼 드림 (Pop! Pop!) - Intel 콜라보레이션,2011.01.17
28,80026432,소녀시대 (GIRLS' GENERATION),253849,'Into The New World' - The 1st Asia Tour Concert (Live),2010.12.30
29,80026432,소녀시대 (GIRLS' GENERATION),243069,'훗(Hoot)' The 3rd Mini Album,2010.10.27
30,80026432,소녀시대 (GIRLS' GENERATION),242358,Gee (일본발매싱글),2010.10.20
31,80026432,소녀시대 (GIRLS' GENERATION),237109,GENIE (일본발매싱글),2010.09.08
32,80026432,소녀시대 (GIRLS' GENERATION),233011,내친구 해치 (SBS 애니메이션),2010.08.09
33,80026432,소녀시대 (GIRLS' GENERATION),223613,Cabi Song,2010.05.20
34,80026432,소녀시대 (GIRLS' GENERATION),221489,이승철 25주년 기념 1st,2010.04.27
35,80026432,소녀시대 (GIRLS' GENERATION),218846,'Run Devil Run' The 2nd Album [Repackage],2010.03.22
36,80026432,Various Artists,217476,파스타 (MBC 월화드라마) - Part.4,2010.02.16
37,80026432,소녀시대 (GIRLS' GENERATION),215500,'Oh!' - The Second Album,2010.01.28
38,80026432,SUPER JUNIOR (슈퍼주니어),210242,Seoul,2009.12.15
39,80026432,소녀시대 (GIRLS' GENERATION),201601,Chocolate Love - 소녀시대,2009.10.08
40,80026432,Various Artists,199882,맨땅에 헤딩 (MBC 수목 미니시리즈),2009.09.30
41,80026432,소녀시대 (GIRLS' GENERATION),188982,The Second Mini Album - 소원을 말해봐,2009.06.29
42,80026432,소녀시대 (GIRLS' GENERATION),174521,The First Mini Album - Gee,2009.01.07
43,80026432,Various Artists,163601,베토벤 바이러스 (MBC 수목드라마),2008.09.17
44,80026432,소녀시대 (GIRLS' GENERATION),153915,햅틱모션 (Haptic Motion),2008.05.08
45,80026432,소녀시대 (GIRLS' GENERATION),150896,Baby Baby [Repackage],2008.03.13
46,80026432,소녀시대 (GIRLS' GENERATION),150755,Kissing You - Rhythmer Remix Vol.1,2008.03.11
47,80026432,Various Artists,100629,쾌도 홍길동 (KBS 수목드라마),2008.02.01
48,80026432,SMTOWN,8032198,07 Winter SMTown - Only Love,2007.12.07
49,80026432,Various Artists,8031995,아들찾아 삼만리 (SBS 금요드라마) OST,2007.11.29
50,80026432,소녀시대 (GIRLS' GENERATION),8031427,Girls' Generation (소녀시대),2007.11.01
51,80026432,소녀시대 (GIRLS' GENERATION),8029852,다시 만난 세계 (Into The New World) (Remix),2007.09.12
52,80026432,소녀시대 (GIRLS' GENERATION),8029146,다시 만난 세계,2007.08.03
