,artist_id,artist_name,album_id,album_title,release_date
0,80347276,STAYC(스테이씨),4090183,TEENFRESH,2023.08.16
1,80347276,STAYC(스테이씨),31402470,Teddy Bear (Japanese Version),2023.04.05
2,80347276,STAYC(스테이씨),4083531,Teddy Bear,2023.02.14
3,80347276,STAYC(스테이씨),30068909,POPPY (Japanese Version),2022.11.23
4,80347276,STAYC(스테이씨),30017244,POPPY (Japanese Version),2022.11.16
5,80347276,STAYC(스테이씨),4077907,WE NEED LOVE,2022.07.19
6,80347276,Various Artists,20469875,우리들의 블루스 OST,2022.05.24
7,80347276,STAYC(스테이씨),20467959,우리들의 블루스 OST Part 8,2022.05.15
8,80347276,STAYC(스테이씨),4071463,YOUNG-LUV.COM,2022.02.21
9,80347276,STAYC(스테이씨),4064631,STEREOTYPE,2021.09.06
10,80347276,STAYC(스테이씨),4040011,STAYDOM,2021.04.08
11,80347276,STAYC(스테이씨),4013644,Star To A Young Culture,2020.11.12
